GENUS,APGIII_FAMILY,STATUS
Plinthanthesis,Poaceae,Accepted by TPL
Plinthus,Aizoaceae,Accepted by TPL
Ploca,Fabaceae,Unresolved at TPL
Plocama,Rubiaceae,Accepted by TPL
Plocandra,Gentianaceae,Unresolved at TPL
Plocaniophyllon,Rubiaceae,Accepted by TPL
Plocoglottis,Orchidaceae,Accepted by TPL
Plocosperma,Plocospermataceae,Accepted by TPL
Plocospermataceae,Plocospermataceae,Accepted by TPL
Plocostemma,Apocynaceae,Unresolved at TPL
Ploiarium,Bonnetiaceae,Accepted by TPL
Plostaxis,Polygalaceae,Unresolved at TPL
Plotia,Poaceae,Unresolved at TPL
Plowmania,Solanaceae,Accepted by TPL
Plowmanianthus,Commelinaceae,Accepted by TPL
Pluchea,Asteraceae,Accepted by TPL
Plukenetia,Euphorbiaceae,Accepted by TPL
Plumbagella,Plumbaginaceae,Accepted by TPL
Plumbagidium,Plumbaginaceae,Unresolved at TPL
Plumbaginaceae,Plumbaginaceae,Accepted by TPL
Plumbago,Plumbaginaceae,Accepted by TPL
Plumeria,Apocynaceae,Accepted by TPL
Plumosipappus,Asteraceae,Unresolved at TPL
Plutarchia,Ericaceae,Accepted by TPL
Plutonopuntia,Cactaceae,Unresolved at TPL
Pluvianthus,Lejeuneaceae,Accepted by TPL
Pneumaria,Boraginaceae,Unresolved at TPL
Pneumatopteris,Thelypteridaceae,Accepted by TPL
Pneumonanthe,Gentianaceae,Unresolved at TPL
Poa,Poaceae,Accepted by TPL
Poaceae,Poaceae,Accepted by TPL
Poacynum,Apocynaceae,Unresolved at TPL
Poaephyllum,Orchidaceae,Accepted by TPL
Poagrostis,Poaceae,Accepted by TPL
Pochota,Malvaceae,Unresolved at TPL
Pocilla,Scrophulariaceae,Unresolved at TPL
Pocockia,Fabaceae,Unresolved at TPL
Pocsiella,Dicranaceae,Accepted by TPL
Podachaenium,Asteraceae,Accepted by TPL
Podadenia,Euphorbiaceae,Accepted by TPL
Podaletra,Convolvulaceae,Unresolved at TPL
Podalyria,Fabaceae,Accepted by TPL
Podandrogyne,Cleomaceae,Accepted by TPL
Podangis,Orchidaceae,Accepted by TPL
Podanthe,Acrobolbaceae,Accepted by TPL
Podanthes,Apocynaceae,Unresolved at TPL
Podanthus,Asteraceae,Accepted by TPL
Podianthus,Dioscoreaceae,Unresolved at TPL
Podiopetalum,Fabaceae,Unresolved at TPL
Podistera,Apiaceae,Accepted by TPL
Podlechiella,Fabaceae,Unresolved at TPL
Podocaelia,Melastomataceae,Unresolved at TPL
Podocalyx,Picrodendraceae,Accepted by TPL
Podocarpaceae,Podocarpaceae,Accepted by TPL
Podocarpium,Fabaceae,Accepted by TPL
Podocarpus,Podocarpaceae,Accepted by TPL
Podochilus,Orchidaceae,Accepted by TPL
Podochrea,Fabaceae,Unresolved at TPL
Podococcus,Arecaceae,Accepted by TPL
Podocoma,Asteraceae,Accepted by TPL
Podocytisus,Fabaceae,Accepted by TPL
Podolasia,Araceae,Accepted by TPL
Podolepis,Asteraceae,Accepted by TPL
Podolobium,Fabaceae,Accepted by TPL
Podolotus,Fabaceae,Accepted by TPL
Podoluma,Sapotaceae,Unresolved at TPL
Podomitrium,Pallaviciniaceae,Accepted by TPL
Podonephelium,Sapindaceae,Accepted by TPL
Podonosma,Boraginaceae,Unresolved at TPL
Podopeltis,Tectariaceae,Unresolved at TPL
Podophorus,Poaceae,Accepted by TPL
Podophyllum,Berberidaceae,Accepted by TPL
Podopterus,Polygonaceae,Accepted by TPL
Podorungia,Acanthaceae,Accepted by TPL
Podosorus,Polypodiaceae,Unresolved at TPL
Podosperma,Asteraceae,Unresolved at TPL
Podospermum,Asteraceae,Accepted by TPL
Podostelma,Apocynaceae,Unresolved at TPL
Podostemaceae,Podostemaceae,Accepted by TPL
Podostemum,Podostemaceae,Accepted by TPL
Podotheca,Asteraceae,Accepted by TPL
Podperaea,Hypnaceae,Accepted by TPL
Podranea,Bignoniaceae,Accepted by TPL
Poecilandra,Ochnaceae,Accepted by TPL
Poecilanthe,Fabaceae,Accepted by TPL
Poecilocalyx,Rubiaceae,Accepted by TPL
Poecilocarpus,Fabaceae,Unresolved at TPL
Poecilochroma,Solanaceae,Unresolved at TPL
Poecilolepis,Asteraceae,Accepted by TPL
Poeciloneuron,Calophyllaceae,Unresolved at TPL
Poecilophyllum,Dicranaceae,Accepted by TPL
Poecilopteris,Dryopteridaceae,Accepted by TPL
Poecilostachys,Poaceae,Accepted by TPL
Poecilotriche,Asteraceae,Unresolved at TPL
Poellnitzia,Xanthorrhoeaceae,Liu et al.(2015)
Poeltia,Gymnomitriaceae,Accepted by TPL
Poenosedum,Crassulaceae,Accepted by TPL
Poeppigia,Fabaceae,Accepted by TPL
Poga,Anisophylleaceae,Accepted by TPL
Poggea,Achariaceae,Accepted by TPL
Pogogyne,Lamiaceae,Accepted by TPL
Pogonachne,Poaceae,Accepted by TPL
Pogonanthera,Melastomataceae,Unresolved at TPL
Pogonarthria,Poaceae,Accepted by TPL
Pogonatherum,Poaceae,Accepted by TPL
Pogonatum,Polytrichaceae,Accepted by TPL
Pogonetes,Goodeniaceae,Unresolved at TPL
Pogonia,Orchidaceae,Accepted by TPL
Pogoniopsis,Orchidaceae,Accepted by TPL
Pogonitis,Fabaceae,Unresolved at TPL
Pogonochloa,Poaceae,Accepted by TPL
Pogonolepis,Asteraceae,Accepted by TPL
Pogononeura,Poaceae,Accepted by TPL
Pogonophora,Peraceae,Accepted by TPL
Pogonopus,Rubiaceae,Accepted by TPL
Pogonorhynchus,Melastomataceae,Unresolved at TPL
Pogonorrhinum,Plantaginaceae,Accepted by TPL
Pogonostigma,Fabaceae,Unresolved at TPL
Pogonotium,Arecaceae,Accepted by TPL
Pogonotrophe,Moraceae,Unresolved at TPL
Pogostemon,Lamiaceae,Accepted by TPL
Pohlia,Bryaceae,Accepted by TPL
Pohlidium,Poaceae,Accepted by TPL
Pohliella,Podostemaceae,Unresolved at TPL
Poicillopsis,Apocynaceae,Unresolved at TPL
Poidium,Poaceae,Unresolved at TPL
Poikilacanthus,Acanthaceae,Accepted by TPL
Poikilogyne,Melastomataceae,Unresolved at TPL
Poikilospermum,Urticaceae,Accepted by TPL
Poilanedora,Capparaceae,Unresolved at TPL
Poilannammia,Melastomataceae,Unresolved at TPL
Poinciana,Fabaceae,Unresolved at TPL
Poincianella,Fabaceae,Accepted by TPL
Poiretia,Fabaceae,Accepted by TPL
Poissonia,Fabaceae,Accepted by TPL
Poitea,Fabaceae,Accepted by TPL
Poivrea,Combretaceae,Unresolved at TPL
Pojarkovia,Asteraceae,Accepted by TPL
Polanisia,Cleomaceae,Accepted by TPL
Polaskia,Cactaceae,Accepted by TPL
Polemannia,Apiaceae,Accepted by TPL
Polemanniopsis,Apiaceae,Accepted by TPL
Polemoniaceae,Polemoniaceae,Accepted by TPL
Polemoniella,Polemoniaceae,Unresolved at TPL
Polemonium,Polemoniaceae,Accepted by TPL
Polevansia,Poaceae,Accepted by TPL
Polhillia,Fabaceae,Accepted by TPL
Polianthes,Asparagaceae,Accepted by TPL
Polianthion,Rhamnaceae,Unresolved at TPL
Poliomintha,Lamiaceae,Accepted by TPL
Poliothyrsis,Salicaceae,Accepted by TPL
Poljakanthema,Asteraceae,Unresolved at TPL
Poljakovia,Asteraceae,Unresolved at TPL
Polla,Mniaceae,Accepted by TPL
Pollalesta,Asteraceae,Accepted by TPL
Pollardia,Orchidaceae,Unresolved at TPL
Pollia,Commelinaceae,Accepted by TPL
Pollichia,Caryophyllaceae,Accepted by TPL
Pollinia,Poaceae,Unresolved at TPL
Poloa,Asteraceae,Unresolved at TPL
Polpoda,Molluginaceae,Accepted by TPL
Poltolobium,Fabaceae,Unresolved at TPL
Polyacantha,Asteraceae,Unresolved at TPL
Polyachyrus,Asteraceae,Accepted by TPL
Polyactidium,Asteraceae,Unresolved at TPL
Polyactis,Asteraceae,Unresolved at TPL
Polyactium,Geraniaceae,Unresolved at TPL
Polyadenia,Lauraceae,Accepted by TPL
Polyalthia,Annonaceae,Accepted by TPL
Polyandrococos,Arecaceae,Liu et al.(2015)
Polyanthina,Asteraceae,Accepted by TPL
Polyarrhena,Asteraceae,Accepted by TPL
Polyaster,Rutaceae,Unresolved at TPL
Polyboea,Ericaceae,Unresolved at TPL
Polybotrya,Dryopteridaceae,Accepted by TPL
Polycalymma,Asteraceae,Accepted by TPL
Polycampium,Dryopteridaceae,Unresolved at TPL
Polycantha,Asteraceae,Unresolved at TPL
Polycardia,Celastraceae,Accepted by TPL
Polycarena,Scrophulariaceae,Accepted by TPL
Polycarpaea,Caryophyllaceae,Accepted by TPL
Polycarpon,Caryophyllaceae,Accepted by TPL
Polycenia,Scrophulariaceae,Unresolved at TPL
Polycephalium,Icacinaceae,Accepted by TPL
Polyceratocarpus,Annonaceae,Accepted by TPL
Polychaetia,Asteraceae,Unresolved at TPL
Polychilos,Orchidaceae,Unresolved at TPL
Polychroa,Urticaceae,Unresolved at TPL
Polychrysum,Asteraceae,Accepted by TPL
Polyclathra,Cucurbitaceae,Accepted by TPL
Polyclita,Ericaceae,Accepted by TPL
Polycnemum,Amaranthaceae,Accepted by TPL
Polycodium,Ericaceae,Accepted by TPL
Polyctenium,Brassicaceae,Accepted by TPL
Polycycliska,Rubiaceae,Unresolved at TPL
Polycycnis,Orchidaceae,Accepted by TPL
Polycyema,Rutaceae,Unresolved at TPL
Polydictyum,Tectariaceae,Unresolved at TPL
Polydora,Asteraceae,Accepted by TPL
Polygala,Polygalaceae,Accepted by TPL
Polygalaceae,Polygalaceae,Accepted by TPL
Polygaloides,Polygalaceae,Accepted by TPL
Polygonaceae,Polygonaceae,Accepted by TPL
Polygonanthus,Anisophylleaceae,Accepted by TPL
Polygonatum,Asparagaceae,Accepted by TPL
Polygonella,Polygonaceae,Accepted by TPL
Polygonorumex,Polygonaceae,Unresolved at TPL
Polygonum,Polygonaceae,Accepted by TPL
Polylepis,Rosaceae,Accepted by TPL
Polylobium,Fabaceae,Unresolved at TPL
Polylophium,Apiaceae,Unresolved at TPL
Polylychnis,Acanthaceae,Accepted by TPL
Polymeria,Convolvulaceae,Unresolved at TPL
Polymerodon,Dicranaceae,Accepted by TPL
Polymita,Aizoaceae,Accepted by TPL
Polymnia,Asteraceae,Accepted by TPL
Polymniastrum,Asteraceae,Unresolved at TPL
Polyochnella,Ochnaceae,Unresolved at TPL
Polyosma,Escalloniaceae,Accepted by TPL
Polyotidium,Orchidaceae,Accepted by TPL
Polyotus,Lepidolaenaceae,Unresolved at TPL
Polyouratea,Ochnaceae,Accepted by TPL
Polyozus,Rubiaceae,Unresolved at TPL
Polypappus,Asteraceae,Unresolved at TPL
Polyphlebium,Hymenophyllaceae,Accepted by TPL
Polyplethia,Balanophoraceae,Unresolved at TPL
Polypleurella,Podostemaceae,Accepted by TPL
Polypleurum,Podostemaceae,Accepted by TPL
Polypodiaceae,Polypodiaceae,Accepted by TPL
Polypodiastrum,Polypodiaceae,Accepted by TPL
Polypodiodes,Polypodiaceae,Accepted by TPL
Polypodiopsis,Fissidentaceae,Accepted by TPL
Polypodiopsis,Polypodiaceae,Accepted by TPL
Polypodiopteris,Polypodiaceae,Accepted by TPL
Polypodium,Polypodiaceae,Accepted by TPL
Polypogon,Poaceae,Accepted by TPL
Polypogonagrostis,Poaceae,Accepted by TPL
Polypompholyx,Lentibulariaceae,Unresolved at TPL
Polyporandra,Icacinaceae,Accepted by TPL
Polypremum,Tetrachondraceae,Accepted by TPL
Polypsecadium,Brassicaceae,Accepted by TPL
Polypteris,Asteraceae,Unresolved at TPL
Polyrhabda,Amaranthaceae,Unresolved at TPL
Polyschisma,Geraniaceae,Unresolved at TPL
Polyscias,Araliaceae,Accepted by TPL
Polyspatha,Commelinaceae,Accepted by TPL
Polysphaeria,Rubiaceae,Accepted by TPL
Polyspora,Theaceae,Accepted by TPL
Polystachya,Orchidaceae,Accepted by TPL
Polystemma,Apocynaceae,Accepted by TPL
Polystemon,Cunoniaceae,Unresolved at TPL
Polystemonanthus,Fabaceae,Accepted by TPL
Polysticalpe,Dryopteridaceae,Unresolved at TPL
Polystichopsis,Dryopteridaceae,Accepted by TPL
Polystichum,Dryopteridaceae,Accepted by TPL
Polystorthia,Rosaceae,Unresolved at TPL
Polytaenia,Apiaceae,Accepted by TPL
Polytaenium,Pteridaceae,Accepted by TPL
Polytaxis,Asteraceae,Accepted by TPL
Polytepalum,Caryophyllaceae,Accepted by TPL
Polythecandra,Clusiaceae,Unresolved at TPL
Polythecanthum,Ochnaceae,Unresolved at TPL
Polythecium,Ochnaceae,Unresolved at TPL
Polythysania,Gesneriaceae,Unresolved at TPL
Polytoca,Poaceae,Accepted by TPL
Polytrema,Acanthaceae,Unresolved at TPL
Polytrias,Poaceae,Accepted by TPL
Polytrichaceae,Polytrichaceae,Accepted by TPL
Polytrichadelphus,Polytrichaceae,Accepted by TPL
Polytrichastrum,Polytrichaceae,Accepted by TPL
Polytrichites,Polytrichaceae,Accepted by TPL
Polytrichum,Polytrichaceae,Accepted by TPL
Polytropis,Fabaceae,Unresolved at TPL
Polyura,Rubiaceae,Accepted by TPL
Polyxena,Asparagaceae,Liu et al.(2015)
Polyzygus,Apiaceae,Unresolved at TPL
Pomaderris,Rhamnaceae,Accepted by TPL
Pomaria,Fabaceae,Accepted by TPL
Pomataphytum,Pteridaceae,Unresolved at TPL
Pomatium,Rubiaceae,Unresolved at TPL
Pomatocalpa,Orchidaceae,Accepted by TPL
Pomatoderris,Rhamnaceae,Unresolved at TPL
Pomatosace,Primulaceae,Accepted by TPL
Pomatostoma,Melastomataceae,Unresolved at TPL
Pomatotheca,Aizoaceae,Unresolved at TPL
Pomax,Rubiaceae,Accepted by TPL
Pomazota,Rubiaceae,Unresolved at TPL
Pomereula,Melastomataceae,Unresolved at TPL
Pometia,Sapindaceae,Unresolved at TPL
Pommereschea,Zingiberaceae,Accepted by TPL
Pommereulla,Poaceae,Accepted by TPL
Pomphidea,Rutaceae,Unresolved at TPL
Ponapea,Arecaceae,Accepted by TPL
Ponaria,Scrophulariaceae,Unresolved at TPL
Poncirus,Rutaceae,Unresolved at TPL
Ponera,Orchidaceae,Accepted by TPL
Ponerorchis,Orchidaceae,Accepted by TPL
Pongamia,Fabaceae,Accepted by TPL
Pongamiopsis,Fabaceae,Accepted by TPL
Pongelion,Fabaceae,Unresolved at TPL
Pontania,Fabaceae,Unresolved at TPL
Pontechium,Boraginaceae,Accepted by TPL
Pontederia,Pontederiaceae,Accepted by TPL
Pontederiaceae,Pontederiaceae,Accepted by TPL
Pontesia,Asteraceae,Unresolved at TPL
Ponthieva,Orchidaceae,Accepted by TPL
Pontia,Asteraceae,Unresolved at TPL
Pootia,Apocynaceae,Unresolved at TPL
Popowia,Annonaceae,Accepted by TPL
Populina,Acanthaceae,Accepted by TPL
Populus,Salicaceae,Accepted by TPL
Porana,Convolvulaceae,Accepted by TPL
Porandra,Commelinaceae,Accepted by TPL
Poranopsis,Convolvulaceae,Accepted by TPL
Poranthera,Phyllanthaceae,Accepted by TPL
Poraqueiba,Icacinaceae,Accepted by TPL
Porcelia,Annonaceae,Accepted by TPL
Porcellites,Asteraceae,Unresolved at TPL
Porella,Porellaceae,Accepted by TPL
Porellaceae,Porellaceae,Accepted by TPL
Porfiria,Cactaceae,Accepted by TPL
Porlieria,Zygophyllaceae,Accepted by TPL
Porocarpus,Rubiaceae,Unresolved at TPL
Porochna,Ochnaceae,Unresolved at TPL
Porocystis,Sapindaceae,Accepted by TPL
Porodittia,Calceolariaceae,Accepted by TPL
Porolabium,Orchidaceae,Accepted by TPL
Porophyllum,Asteraceae,Accepted by TPL
Porothamnium,Neckeraceae,Accepted by TPL
Porotheca,Menispermaceae,Unresolved at TPL
Porotrichella,Pterobryaceae,Accepted by TPL
Porotrichodendron,Lembophyllaceae,Accepted by TPL
Porotrichopsis,Lembophyllaceae,Accepted by TPL
Porotrichum,Neckeraceae,Accepted by TPL
Porpax,Orchidaceae,Accepted by TPL
Porphyrocodon,Brassicaceae,Unresolved at TPL
Porphyrocoma,Acanthaceae,Unresolved at TPL
Porphyrodesme,Orchidaceae,Accepted by TPL
Porphyroglottis,Orchidaceae,Accepted by TPL
Porphyroscias,Apiaceae,Unresolved at TPL
Porphyrostachys,Orchidaceae,Accepted by TPL
Porphyrostemma,Asteraceae,Accepted by TPL
Porroglossum,Orchidaceae,Accepted by TPL
Porrorhachis,Orchidaceae,Accepted by TPL
Porsildia,Caryophyllaceae,Accepted by TPL
Portaea,Solanaceae,Unresolved at TPL
Portalesia,Asteraceae,Unresolved at TPL
Portea,Bromeliaceae,Accepted by TPL
Portenschlagiella,Apiaceae,Accepted by TPL
Porterandia,Rubiaceae,Accepted by TPL
Porteranthus,Rosaceae,Unresolved at TPL
Porterella,Campanulaceae,Accepted by TPL
Porteresia,Poaceae,Accepted by TPL
Portlandia,Rubiaceae,Accepted by TPL
Portulaca,Portulacaceae,Accepted by TPL
Portulacaceae,Portulacaceae,Accepted by TPL
Portulacaria,Didiereaceae,Accepted by TPL
Posidonia,Posidoniaceae,Accepted by TPL
Posidoniaceae,Posidoniaceae,Accepted by TPL
Poskea,Plantaginaceae,Unresolved at TPL
Posoqueria,Rubiaceae,Accepted by TPL
Possira,Fabaceae,Unresolved at TPL
Possura,Fabaceae,Unresolved at TPL
Postia,Asteraceae,Accepted by TPL
Postiella,Apiaceae,Accepted by TPL
Potalia,Gentianaceae,Accepted by TPL
Potameia,Lauraceae,Accepted by TPL
Potamium,Sematophyllaceae,Accepted by TPL
Potamogeton,Potamogetonaceae,Accepted by TPL
Potamogetonaceae,Potamogetonaceae,Accepted by TPL
Potamolejeunea,Lejeuneaceae,Accepted by TPL
Potamophila,Poaceae,Accepted by TPL
Potamopitys,Elatinaceae,Unresolved at TPL
Potaninia,Rosaceae,Unresolved at TPL
Potarophytum,Rapateaceae,Accepted by TPL
Potentilla,Rosaceae,Accepted by TPL
Potentillopsis,Rosaceae,Unresolved at TPL
Poteranthera,Melastomataceae,Accepted by TPL
Poterium,Rosaceae,Unresolved at TPL
Pothoidium,Araceae,Accepted by TPL
Pothomorphe,Piperaceae,Accepted by TPL
Pothos,Araceae,Accepted by TPL
Potinara,Orchidaceae,Liu et al.(2015)
Potosia,Orchidaceae,Accepted by TPL
Potoxylon,Lauraceae,Accepted by TPL
Pottia,Pottiaceae,Accepted by TPL
Pottiaceae,Pottiaceae,Accepted by TPL
Pottingeria,Celastraceae,Unresolved at TPL
Pottiopsis,Pottiaceae,Accepted by TPL
Pottsia,Apocynaceae,Accepted by TPL
Pouchetia,Rubiaceae,Accepted by TPL
Poulsenia,Moraceae,Accepted by TPL
Pounguia,Acanthaceae,Unresolved at TPL
Poupartia,Anacardiaceae,Accepted by TPL
Poupartiopsis,Anacardiaceae,Unresolved at TPL
Pourouma,Urticaceae,Accepted by TPL
Pourretia,Bromeliaceae,Unresolved at TPL
Pourthiaea,Rosaceae,Unresolved at TPL
Pouteria,Sapotaceae,Accepted by TPL
Pouzolzia,Urticaceae,Accepted by TPL
Povedadaphne,Lauraceae,Accepted by TPL
Powellia,Racopilaceae,Accepted by TPL
Powelliopsis,Racopilaceae,Accepted by TPL
Pozoa,Apiaceae,Accepted by TPL
Pradosia,Sapotaceae,Accepted by TPL
Praealstonia,Symplocaceae,Accepted by TPL
Praecereus,Cactaceae,Accepted by TPL
Praecitrullus,Cucurbitaceae,Accepted by TPL
Praecoxanthus,Orchidaceae,Accepted by TPL
Prainea,Moraceae,Unresolved at TPL
Pranceacanthus,Acanthaceae,Accepted by TPL
Prangos,Apiaceae,Accepted by TPL
Praravinia,Rubiaceae,Accepted by TPL
Prasanthea,Gesneriaceae,Unresolved at TPL
Prasanthus,Gymnomitriaceae,Accepted by TPL
Prasium,Lamiaceae,Accepted by TPL
Prasophyllum,Orchidaceae,Accepted by TPL
Pratia,Campanulaceae,Liu et al.(2015)
Praxeliopsis,Asteraceae,Accepted by TPL
Praxelis,Asteraceae,Accepted by TPL
Preissia,Marchantiaceae,Accepted by TPL
Premna,Lamiaceae,Accepted by TPL
Prenanthella,Asteraceae,Accepted by TPL
Prenanthenia,Asteraceae,Unresolved at TPL
Prenanthes,Asteraceae,Accepted by TPL
Prenia,Aizoaceae,Accepted by TPL
Preonanthus,Ranunculaceae,Unresolved at TPL
Prepodesma,Aizoaceae,Accepted by TPL
Preptanthe,Orchidaceae,Liu et al.(2015)
Prepusa,Gentianaceae,Accepted by TPL
Prescottia,Orchidaceae,Accepted by TPL
Preslaea,Boraginaceae,Unresolved at TPL
Preslia,Lamiaceae,Unresolved at TPL
Presliophytum,Loasaceae,Accepted by TPL
Prestelia,Asteraceae,Accepted by TPL
Prestinaria,Asteraceae,Unresolved at TPL
Prestoea,Arecaceae,Accepted by TPL
Prestonia,Apocynaceae,Accepted by TPL
Pretrea,Pedaliaceae,Unresolved at TPL
Pretreothamnus,Pedaliaceae,Unresolved at TPL
Preussiella,Melastomataceae,Accepted by TPL
Preussiodora,Rubiaceae,Accepted by TPL
Prevostea,Convolvulaceae,Unresolved at TPL
Priestleya,Fabaceae,Accepted by TPL
Primula,Primulaceae,Accepted by TPL
Primulaceae,Primulaceae,Accepted by TPL
Primulidium,Primulaceae,Unresolved at TPL
Primulina,Gesneriaceae,Accepted by TPL
Principina,Cyperaceae,Accepted by TPL
Pringlea,Brassicaceae,Accepted by TPL
Pringleella,Ditrichaceae,Accepted by TPL
Pringleochloa,Poaceae,Accepted by TPL
Prinos,Aquifoliaceae,Accepted by TPL
Prinsepia,Rosaceae,Accepted by TPL
Printzia,Asteraceae,Accepted by TPL
Priogymnanthus,Oleaceae,Accepted by TPL
Prionanthium,Poaceae,Accepted by TPL
Prionidium,Pottiaceae,Accepted by TPL
Prionium,Thurniaceae,Accepted by TPL
Prionocolea,Lejeuneaceae,Accepted by TPL
Prionodon,Prionodontaceae,Accepted by TPL
Prionodontaceae,Prionodontaceae,Accepted by TPL
Prionolejeunea,Lejeuneaceae,Accepted by TPL
Prionolobus,Cephaloziellaceae,Accepted by TPL
Prionopteris,Matoniaceae,Unresolved at TPL
Prionosciadium,Apiaceae,Accepted by TPL
Prionostemma,Celastraceae,Accepted by TPL
Prionotes,Ericaceae,Unresolved at TPL
Prioria,Fabaceae,Accepted by TPL
Priotropis,Fabaceae,Unresolved at TPL
Prisciana,Brassicaceae,Unresolved at TPL
Prismatocarpus,Campanulaceae,Accepted by TPL
Prismatomeris,Rubiaceae,Accepted by TPL
Pristiglottis,Orchidaceae,Unresolved at TPL
Pristimera,Celastraceae,Accepted by TPL
Pritchardia,Arecaceae,Accepted by TPL
Pritzelago,Brassicaceae,Unresolved at TPL
Priva,Verbenaceae,Accepted by TPL
Probatea,Scrophulariaceae,Unresolved at TPL
Proboscella,Ochnaceae,Unresolved at TPL
Proboscidea,Martyniaceae,Accepted by TPL
Prochnyanthes,Asparagaceae,Accepted by TPL
Prockia,Salicaceae,Accepted by TPL
Prockiopsis,Achariaceae,Accepted by TPL
Procopiania,Boraginaceae,Unresolved at TPL
Procopiphytum,Boraginaceae,Unresolved at TPL
Procris,Urticaceae,Accepted by TPL
Proferea,Thelypteridaceae,Accepted by TPL
Proiphys,Amaryllidaceae,Accepted by TPL
Prolobus,Asteraceae,Accepted by TPL
Prolongoa,Asteraceae,Accepted by TPL
Promenaea,Orchidaceae,Accepted by TPL
Prometheum,Crassulaceae,Accepted by TPL
Promicrantha,Brassicaceae,Unresolved at TPL
Pronacron,Asteraceae,Accepted by TPL
Pronaya,Pittosporaceae,Unresolved at TPL
Pronephrium,Thelypteridaceae,Accepted by TPL
Prosaptia,Polypodiaceae,Accepted by TPL
Prosartes,Liliaceae,Accepted by TPL
Proselias,Fabaceae,Unresolved at TPL
Proserpinaca,Haloragaceae,Accepted by TPL
Proskauera,Plagiochilaceae,Accepted by TPL
Prosopanche,Hydnoraceae,Accepted by TPL
Prosopidastrum,Fabaceae,Accepted by TPL
Prosopis,Fabaceae,Accepted by TPL
Prospero,Asparagaceae,Accepted by TPL
Prosphytochloa,Poaceae,Accepted by TPL
Prostanthera,Lamiaceae,Accepted by TPL
Prostea,Sapindaceae,Accepted by TPL
Prosthechea,Orchidaceae,Accepted by TPL
Protarum,Araceae,Accepted by TPL
Protasparagus,Asparagaceae,Unresolved at TPL
Protea,Proteaceae,Accepted by TPL
Proteaceae,Proteaceae,Accepted by TPL
Proteopsis,Asteraceae,Accepted by TPL
Protium,Burseraceae,Accepted by TPL
Protolophozia,Jungermanniaceae,Accepted by TPL
Protomarsupella,Cephaloziellaceae,Unresolved at TPL
Protomegabaria,Phyllanthaceae,Accepted by TPL
Protorhus,Anacardiaceae,Accepted by TPL
Protoschwenkia,Solanaceae,Accepted by TPL
Protosyzygiella,Jungermanniaceae,Accepted by TPL
Prototulbaghia,Amaryllidaceae,Accepted by TPL
Proustia,Asteraceae,Accepted by TPL
Provencheria,Caryophyllaceae,Unresolved at TPL
Prumnopitys,Podocarpaceae,Accepted by TPL
Prunella,Lamiaceae,Accepted by TPL
Prunopsis,Rosaceae,Unresolved at TPL
Prunus,Rosaceae,Accepted by TPL
Przewalskia,Solanaceae,Accepted by TPL
Psacadocalymma,Acanthaceae,Unresolved at TPL
Psacadopaepale,Acanthaceae,Accepted by TPL
Psacaliopsis,Asteraceae,Accepted by TPL
Psacalium,Asteraceae,Accepted by TPL
Psamma,Poaceae,Unresolved at TPL
Psammagrostis,Poaceae,Accepted by TPL
Psammetes,Plantaginaceae,Accepted by TPL
Psammiosorus,Tectariaceae,Accepted by TPL
Psammisia,Ericaceae,Accepted by TPL
Psammochloa,Poaceae,Accepted by TPL
Psammogeton,Apiaceae,Accepted by TPL
Psammogonum,Polygonaceae,Unresolved at TPL
Psammomoya,Celastraceae,Accepted by TPL
Psammophiliella,Caryophyllaceae,Accepted by TPL
Psammophora,Aizoaceae,Accepted by TPL
Psammoseris,Asteraceae,Unresolved at TPL
Psammosilene,Caryophyllaceae,Accepted by TPL
Psammotropha,Molluginaceae,Accepted by TPL
Psanacetum,Asteraceae,Unresolved at TPL
Psathura,Rubiaceae,Accepted by TPL
Psathyrostachys,Poaceae,Accepted by TPL
Psathyrotes,Asteraceae,Accepted by TPL
Psathyrotopsis,Asteraceae,Accepted by TPL
Psectra,Asteraceae,Unresolved at TPL
Psedera,Vitaceae,Accepted by TPL
Psednotrichia,Asteraceae,Accepted by TPL
Pselium,Menispermaceae,Unresolved at TPL
Psephellus,Asteraceae,Accepted by TPL
Pseudabutilon,Malvaceae,Accepted by TPL
Pseudacacia,Fabaceae,Unresolved at TPL
Pseudacanthopale,Acanthaceae,Unresolved at TPL
Pseudadenia,Orchidaceae,Accepted by TPL
Pseudadenia,Orchidaceae,Unresolved at TPL
Pseudaechmanthera,Acanthaceae,Liu et al.(2015)
Pseudaegle,Rutaceae,Unresolved at TPL
Pseudagrostistachys,Euphorbiaceae,Accepted by TPL
Pseudaidia,Rubiaceae,Accepted by TPL
Pseudaleia,Olacaceae,Unresolved at TPL
Pseudanamomis,Myrtaceae,Accepted by TPL
Pseudanastatica,Brassicaceae,Accepted by TPL
Pseudannona,Annonaceae,Accepted by TPL
Pseudanthera,Orchidaceae,Accepted by TPL
Pseudanthistiria,Poaceae,Accepted by TPL
Pseudanthus,Picrodendraceae,Accepted by TPL
Pseudartabotrys,Annonaceae,Accepted by TPL
Pseudarthria,Fabaceae,Accepted by TPL
Pseudathyrium,Athyriaceae,Unresolved at TPL
Pseudatrichum,Polytrichaceae,Accepted by TPL
Pseudechinolaena,Poaceae,Accepted by TPL
Pseudehretia,Aquifoliaceae,Unresolved at TPL
Pseudelephantopus,Asteraceae,Accepted by TPL
